|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|image_file|Medium|low_est|high_est|Sold|Artist|Movement
466|2D||Oil|Panel|Unknown|31.125 x 30.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/df1764c594f0e88cd411152bb03a612c.jpg|Saint John the Baptist preaching in the Wilderness|JAN STEEN|Dec 11, 2002|images/jan_steen/df1764c594f0e88cd411152bb03a612c.jpg||62859|94289|67605.0|JAN STEEN|Baroque
467|2D||Oil|Panel|Unknown|23.6 x 19.1 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/25693581ad0ecc5df503a4d996a51e76.jpg|A doctor's visit|JAN STEEN|May 14, 2002|images/jan_steen/25693581ad0ecc5df503a4d996a51e76.jpg||3624|5437|3789.0|JAN STEEN|Baroque
468|2D||Oil|Panel|Unknown|14.5 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Manner of Jan Steen|JAN STEEN|Aug 30, 2001|images/jan_steen/beac2092aad7c91227aeb0a9e23c1418.jpg||581|872|614.0|JAN STEEN|Baroque
469|2D||Oil|Canvas|Unknown|29 x 3.013 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/257c41f22a5e7b9c3383c68157630c97.jpg|The Mocking of Ceres|JAN STEEN|Apr 19, 2000|images/jan_steen/257c41f22a5e7b9c3383c68157630c97.jpg||63252|94878|110296.0|JAN STEEN|Baroque
470|2D|1732.0|Oil|Panel|Unknown|3.125 x 2.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/88a1a0ec6e38903d74c6dce7f09a33f0.jpg|Portrait of a child, bust-length|JEAN-HONORÉ FRAGONARD|Jun 19, 2020|images/jean-honoré_fragonard/88a1a0ec6e38903d74c6dce7f09a33f0.jpg||60000|80000|50000.0|JEAN-HONORÉ FRAGONARD|Rococo
471|2D|1786.0|Ink Wash, Crayon|Paper|Unknown|24 x 36 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8d2131a89894dd16cbb29669cfe47be0.jpg|L'éducation du chien|JEAN-HONORÉ FRAGONARD|Nov 13, 2019|images/jean-honoré_fragonard/8d2131a89894dd16cbb29669cfe47be0.jpg||165645|220860|200982.0|JEAN-HONORÉ FRAGONARD|Rococo
472|2D Edition||Black Chalk|Paper|Unknown|200 x 290 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/756c213d619de2458ddd4e73ff8ad13e.jpg|THE RAPE OF THE SABINES AFTER LUCA GIORDANO|JEAN-HONORÉ FRAGONARD|Oct 30, 2019|images/jean-honoré_fragonard/756c213d619de2458ddd4e73ff8ad13e.jpg||800|1200|5250.0|JEAN-HONORÉ FRAGONARD|Rococo
473|2D||Oil|Canvas|Unknown|13 x 18 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b27ef149f987b8323e2f370ba9353660.jpg|Dans les Blés|JEAN-HONORÉ FRAGONARD|Jul 4, 2019|images/jean-honoré_fragonard/b27ef149f987b8323e2f370ba9353660.jpg||885086|1264409|2290160.0|JEAN-HONORÉ FRAGONARD|Rococo
474|2D||Oil|Canvas|Unknown|27.875 x 36.375 inch||"LE VERROU (""THE LOCK"")"|JEAN-HONORÉ FRAGONARD|Jan 31, 2019|||20000|30000|43750.0|JEAN-HONORÉ FRAGONARD|Rococo
475|2D||Black Chalk|Paper|Unknown|6 x 6 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b83be51eb0b719cfe2b6bc36e40f344b.jpg|Portrait of Pierre-Jacques Bergeret de Grancourt (1742-1807), bust-length|JEAN-HONORÉ FRAGONARD|Nov 1, 2018|images/jean-honoré_fragonard/b83be51eb0b719cfe2b6bc36e40f344b.jpg||15000|20000|22500.0|JEAN-HONORÉ FRAGONARD|Rococo
476|2D||Oil|Canvas|Unknown|17 x 12.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3c55d315b2bdf0cbab7c731d992f7741.jpg|The Hurdy-Gurdy Player|JEAN-HONORÉ FRAGONARD|Oct 30, 2018|images/jean-honoré_fragonard/3c55d315b2bdf0cbab7c731d992f7741.jpg||400000|600000|250000.0|JEAN-HONORÉ FRAGONARD|Rococo
477|2D||Oil|Canvas|Unknown|14.75 x 18.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/50a0a4d02066f3f66b7108215d2ebae8.jpg|A shepherd and herdsman seated on a rock with cows and sheep, a landscape beyond|JEAN-HONORÉ FRAGONARD|Apr 19, 2018|images/jean-honoré_fragonard/50a0a4d02066f3f66b7108215d2ebae8.jpg||120000|180000|150000.0|JEAN-HONORÉ FRAGONARD|Rococo
478|2D||Oil|Panel|Unknown|5.75 x 7.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ff2f01d5e70a3487495a423d15cb059d.jpg|THE USELESS RESISTANCE|JEAN-HONORÉ FRAGONARD|Feb 1, 2018|images/jean-honoré_fragonard/ff2f01d5e70a3487495a423d15cb059d.jpg||2000|3000|1250.0|JEAN-HONORÉ FRAGONARD|Rococo
479|2D||Oil|Canvas|Unknown|25.125 x 21.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f9edc93a1eb4897b583082d41b562e58.jpg|The goddess Aurora triumphs over night, announcing Apollo in his chariot, while Morpheus sleeps - a bozzetto|JEAN-HONORÉ FRAGONARD|Jul 6, 2017|images/jean-honoré_fragonard/f9edc93a1eb4897b583082d41b562e58.jpg||194040|258720|223792.0|JEAN-HONORÉ FRAGONARD|Rococo
480|2D||Oil|Canvas|Unknown|9.75 x 12.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dc64453f313d41dd68e548ee7f8e3192.jpg|A wooded landscape with figures at the edge of a pond|JEAN-HONORÉ FRAGONARD|Apr 27, 2017|images/jean-honoré_fragonard/dc64453f313d41dd68e548ee7f8e3192.jpg||70000|100000|87500.0|JEAN-HONORÉ FRAGONARD|Rococo
481|2D||Oil|Canvas|Unknown|24 x 29.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dcbdcf51a2568d02eefaf82315a7f5ee.jpg|A family in an interior|JEAN-HONORÉ FRAGONARD|Mar 29, 2017|images/jean-honoré_fragonard/dcbdcf51a2568d02eefaf82315a7f5ee.jpg||6221|9953|3888.0|JEAN-HONORÉ FRAGONARD|Rococo
482|2D||Oil|Canvas|Unknown|21.75 x 18.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b41f1655ba7d72d49a294001413999af.jpg|LOVE AS FOLLY|JEAN-HONORÉ FRAGONARD|Jan 25, 2017|images/jean-honoré_fragonard/b41f1655ba7d72d49a294001413999af.jpg||200000|300000|250000.0|JEAN-HONORÉ FRAGONARD|Rococo
483|2D||Oil|Canvas|Unknown|18.5 x 14.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/acafd05894ad9f726f4650e986acdba8.jpg|THE FOUNTAIN OF LOVE|JEAN-HONORÉ FRAGONARD|Jan 25, 2017|images/jean-honoré_fragonard/acafd05894ad9f726f4650e986acdba8.jpg||1500000|2500000||JEAN-HONORÉ FRAGONARD|Rococo
484|2D||Oil|Canvas|Unknown|6.5 x 4.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/aef85111a3d0a1f439d5197d9db390e5.jpg|Le Billet Doux (The Love Letter)|JEAN-HONORÉ FRAGONARD|Oct 26, 2016|images/jean-honoré_fragonard/aef85111a3d0a1f439d5197d9db390e5.jpg||120000|160000|187500.0|JEAN-HONORÉ FRAGONARD|Rococo
485|2D||Oil|Canvas|Unknown|22 x 18.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b619a8ea31271a3036d4d6bdb98e9f44.jpg|‘L’Amour’: said to be a Portrait of Marie Catherine Colombe|JEAN-HONORÉ FRAGONARD|Oct 26, 2016|images/jean-honoré_fragonard/b619a8ea31271a3036d4d6bdb98e9f44.jpg||100000|150000|100000.0|JEAN-HONORÉ FRAGONARD|Rococo
486|2D||Oil|Canvas|Unknown|22 x 17.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ce0814482c26b35d8cb348514513d32b.jpg|The Rest on the Flight into Egypt|JEAN-HONORÉ FRAGONARD|Apr 14, 2016|images/jean-honoré_fragonard/ce0814482c26b35d8cb348514513d32b.jpg||300000|500000|293000.0|JEAN-HONORÉ FRAGONARD|Rococo
487|2D||Oil|Canvas|Unknown|13.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/855699793cb40f8eb2f18cea401654f5.jpg|L'Heureux ménage ('The happy household')|JEAN-HONORÉ FRAGONARD|Apr 13, 2016|images/jean-honoré_fragonard/855699793cb40f8eb2f18cea401654f5.jpg||1500000|2500000|1205000.0|JEAN-HONORÉ FRAGONARD|Rococo
488|2D||Oil|Canvas|Unknown|24.125 x 19.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/366fcc9591cb134eb2c58f72e2c16be8.jpg|The sacrifice of the Rose|JEAN-HONORÉ FRAGONARD|Apr 13, 2016|images/jean-honoré_fragonard/366fcc9591cb134eb2c58f72e2c16be8.jpg||500000|700000|449000.0|JEAN-HONORÉ FRAGONARD|Rococo
489|2D||Black Chalk|Paper|Unknown|7.875 x 10.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b25fec989bf9aa4f35abf89ca4475d06.jpg|An Italian park with stairs|JEAN-HONORÉ FRAGONARD|Jan 27, 2016|images/jean-honoré_fragonard/b25fec989bf9aa4f35abf89ca4475d06.jpg||15000|20000|27500.0|JEAN-HONORÉ FRAGONARD|Rococo
490|2D||Black Chalk, Wash, Incised, Transfer|Paper|Unknown|16.5 x 13.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6dd47a4c76083640b45a3faa6554cb4e.jpg|La Promenade|JEAN-HONORÉ FRAGONARD|Jan 27, 2016|images/jean-honoré_fragonard/6dd47a4c76083640b45a3faa6554cb4e.jpg||50000|80000|131000.0|JEAN-HONORÉ FRAGONARD|Rococo
491|2D||Oil|Canvas|Unknown|33.3 x 45.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0ba190e985bba6359c0a33a62852ce27.jpg|DANS LES BLÉS|JEAN-HONORÉ FRAGONARD|Jul 8, 2015|images/jean-honoré_fragonard/0ba190e985bba6359c0a33a62852ce27.jpg||3073800|4610700||JEAN-HONORÉ FRAGONARD|Rococo
492|2D||Brush, Brown Wash, Black Chalk|Paper|Unknown|340 x 463 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/33b5a1cc97100a8064bcc5c370896164.jpg|A RIVER GOD ACCOSTED BY MEN CARRYING TORCHES|JEAN-HONORÉ FRAGONARD|Jan 28, 2015|images/jean-honoré_fragonard/33b5a1cc97100a8064bcc5c370896164.jpg||60000|80000|56250.0|JEAN-HONORÉ FRAGONARD|Rococo
493|2D||Brush, Brown Wash|Ink|Unknown|230 x 170 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7d29b04e05f0550a486a28efc7b314c3.jpg|A WOMAN READING TO CHILDREN, A MAN LOOKING ON|JEAN-HONORÉ FRAGONARD|Jan 28, 2015|images/jean-honoré_fragonard/7d29b04e05f0550a486a28efc7b314c3.jpg||25000|35000|5625.0|JEAN-HONORÉ FRAGONARD|Rococo
494|2D||Brush, Brown Wash, Watercolor, Black Chalk|Paper|Unknown|228 x 184 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/093c01416cf2b9f98cca765c4b95d5f1.jpg|L'AMOUR FOLIE (CUPID THE JESTER)|JEAN-HONORÉ FRAGONARD|Jan 28, 2015|images/jean-honoré_fragonard/093c01416cf2b9f98cca765c4b95d5f1.jpg||15000|20000|3750.0|JEAN-HONORÉ FRAGONARD|Rococo
495|2D||Brush, Brown Wash|Ink|Unknown|230 x 170 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5533bffa13502c75105ae34169563a7e.jpg|LE SERMENT D'AMOUR (THE VOW OF LOVE)|JEAN-HONORÉ FRAGONARD|Jan 28, 2015|images/jean-honoré_fragonard/5533bffa13502c75105ae34169563a7e.jpg||30000|40000|68750.0|JEAN-HONORÉ FRAGONARD|Rococo
496|2D||Pen, Black Ink, Wash, Watercolor, Black Chalk|Paper|Unknown|195 x 238 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/788264fc278142668c7c9b6aaaf98a56.jpg|VIEW OF AN ITALIAN VILLA|JEAN-HONORÉ FRAGONARD|Jan 28, 2015|images/jean-honoré_fragonard/788264fc278142668c7c9b6aaaf98a56.jpg||25000|35000|46875.0|JEAN-HONORÉ FRAGONARD|Rococo
497|2D||Black Chalk|Paper|Unknown||https://artbnk-art-resized-images.s3.amazonaws.com/w526/17b7a14b9173ee6b0f86d5b3d743e450.jpg|Cupid and Psyche|JEAN-HONORÉ FRAGONARD|Jul 10, 2014|images/jean-honoré_fragonard/17b7a14b9173ee6b0f86d5b3d743e450.jpg||6844|10266|27805.0|JEAN-HONORÉ FRAGONARD|Rococo
498|2D||Oil|Canvas|Unknown|29.25 x 23.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e131d7557b505f487cee18f09d863afa.jpg|TWO GIRLS ON A BED PLAYING WITH THEIR DOGS|JEAN-HONORÉ FRAGONARD|Jan 30, 2014|images/jean-honoré_fragonard/e131d7557b505f487cee18f09d863afa.jpg||6000000|8000000||JEAN-HONORÉ FRAGONARD|Rococo
499|2D||Oil|Shaped Canvas|Unknown|17 x 13.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ac6363e5aacf47a2c6ca9f2012ffe707.jpg|YOUNG BOY HOLDING CHERRIES|JEAN-HONORÉ FRAGONARD|Jan 30, 2014|images/jean-honoré_fragonard/ac6363e5aacf47a2c6ca9f2012ffe707.jpg||200000|300000|341000.0|JEAN-HONORÉ FRAGONARD|Rococo
500|2D|1782.0|Black Chalk, Brush, Wash, Pen, Black Ink, Watercolour|Laid Paper|Unknown|35 x 44.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cbaaf61da0489aef2220993259245315.jpg|Promenade à Cheval – The Cavalcade.|JEAN-HONORÉ FRAGONARD|Nov 28, 2013|images/jean-honoré_fragonard/cbaaf61da0489aef2220993259245315.jpg||122328|163104|237860.0|JEAN-HONORÉ FRAGONARD|Rococo
501|2D||Oil|Canvas|Unknown|22 x 17.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4243bcb8257e8c9017ea70ac09cb7ca7.jpg|NIGHT AND DAY|JEAN-HONORÉ FRAGONARD|Jul 4, 2013|images/jean-honoré_fragonard/4243bcb8257e8c9017ea70ac09cb7ca7.jpg||60404|90606|184987.0|JEAN-HONORÉ FRAGONARD|Rococo
502|2D||Brush, Wash, Black Chalk, Brown ink|Paper|Unknown|349 x 465 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0abd858102fc7839d7f658a2f94e5aba.jpg|ITALIANATE PARK LANDSCAPE WITH TALL CYPRESSES|JEAN-HONORÉ FRAGONARD|Jul 3, 2013|images/jean-honoré_fragonard/0abd858102fc7839d7f658a2f94e5aba.jpg||534100|686700|846167.0|JEAN-HONORÉ FRAGONARD|Rococo
503|2D||Oil|Panel|Yes|8 x 6.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0721d5c4aa0864adc96dab6b1f932c34.jpg|La Surprise|JEAN-HONORÉ FRAGONARD|Jul 2, 2013|images/jean-honoré_fragonard/0721d5c4aa0864adc96dab6b1f932c34.jpg||182076|273114|257751.0|JEAN-HONORÉ FRAGONARD|Rococo
504|2D||Black Chalk, Brush, Brown ink, Brown Wash|Paper|Unknown|12.5 x 16.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f63f148a31cdf5e6ca7d2dfba93174a4.jpg|Le Baiser (The Kiss)|JEAN-HONORÉ FRAGONARD|Jul 2, 2013|images/jean-honoré_fragonard/f63f148a31cdf5e6ca7d2dfba93174a4.jpg||273114|379325|585488.0|JEAN-HONORÉ FRAGONARD|Rococo
505|2D||Oil|Canvas|Unknown|10.75 x 8.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4692af3263cf9c386d9b5a712fa54d99.jpg|LES BAISERS MATERNELS' OR 'LES JALOUSIES DE L'ENFANCE|JEAN-HONORÉ FRAGONARD|Jun 6, 2013|images/jean-honoré_fragonard/4692af3263cf9c386d9b5a712fa54d99.jpg||300000|400000|605000.0|JEAN-HONORÉ FRAGONARD|Rococo
506|2D||Brush, Brown Wash, Black Chalk|Paper|Unknown|7.25 x 9.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d512e109e3ec0ed859b99d6f1456ca78.jpg|LANDSCAPE WITH A COW|JEAN-HONORÉ FRAGONARD|Feb 2, 2013|images/jean-honoré_fragonard/d512e109e3ec0ed859b99d6f1456ca78.jpg||2000|3000||JEAN-HONORÉ FRAGONARD|Rococo
507|2D||Oil|Canvas|Unknown|37.5 x 51.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/540cd8a99eb7794e71314d3f33980691.jpg|THE GODDESS AURORA TRIUMPHING OVER NIGHT|JEAN-HONORÉ FRAGONARD|Feb 1, 2013|images/jean-honoré_fragonard/540cd8a99eb7794e71314d3f33980691.jpg||1800000|2500000|3834500.0|JEAN-HONORÉ FRAGONARD|Rococo
508|2D||Black Chalk, Counterproof|Paper|Unknown||https://artbnk-art-resized-images.s3.amazonaws.com/w526/1ee74e4a3f638c89f00e034ad55f66c5.jpg|Angels making music, after Francesco Solimena|JEAN-HONORÉ FRAGONARD|Jan 31, 2013|images/jean-honoré_fragonard/1ee74e4a3f638c89f00e034ad55f66c5.jpg||6000|8000|7500.0|JEAN-HONORÉ FRAGONARD|Rococo
509|2D||Oil|Paper, Canvas|Unknown|12.75 x 16.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/684066bcf6e0d5571b1e1bb240ecfb03.jpg|A wooded landscape with milkmaids and their cattle sheltering from a shower|JEAN-HONORÉ FRAGONARD|Dec 5, 2012|images/jean-honoré_fragonard/684066bcf6e0d5571b1e1bb240ecfb03.jpg||80460|128736|79253.0|JEAN-HONORÉ FRAGONARD|Rococo
510|2D||Brush, Brown Wash, Black Chalk|Paper|Unknown|160 x 220 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c814cd10abd2e1914741399b2367735b.jpg|A PARK, WITH MANY FIGURES WALKING AMONG EGYPTIAN SCULPTURES|JEAN-HONORÉ FRAGONARD|Jan 25, 2012|images/jean-honoré_fragonard/c814cd10abd2e1914741399b2367735b.jpg||50000|70000|62500.0|JEAN-HONORÉ FRAGONARD|Rococo
511|2D||Black Chalk, Brown Wash|Paper|Unknown|4.375 x 3.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/70974724e70a406084688dc7b9129f34.jpg|Head of a bearded man, wearing a turban|JEAN-HONORÉ FRAGONARD|Dec 8, 2011|images/jean-honoré_fragonard/70974724e70a406084688dc7b9129f34.jpg||1258|1887|7862.0|JEAN-HONORÉ FRAGONARD|Rococo
512|2D||Oil|Glass|Unknown|18 x 14.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1f0c0e75f153558327119ca3fa621e97.jpg|Elegant figures in a landscape seated before a classical building; and a female nude seated beside a stream|JEAN-HONORÉ FRAGONARD|Oct 26, 2011|images/jean-honoré_fragonard/1f0c0e75f153558327119ca3fa621e97.jpg||798|1118|1397.0|JEAN-HONORÉ FRAGONARD|Rococo
513|2D||Black Chalk, Pen, Black Ink, Wash|Paper|Unknown|11.25 x 12.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/88c6257f86dc7cfaaf87955b60e34448.jpg|La visite au grand-père|JEAN-HONORÉ FRAGONARD|Jul 5, 2011|images/jean-honoré_fragonard/88c6257f86dc7cfaaf87955b60e34448.jpg||112672|160960|137218.0|JEAN-HONORÉ FRAGONARD|Rococo
514|2D||Oil|Panel|Unknown|12.75 x 9.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/54c92c452096cd6c16a410d60c946b22.jpg|The Abdication of Mary, Queen of Scots|JEAN-HONORÉ FRAGONARD|Jul 5, 2011|images/jean-honoré_fragonard/54c92c452096cd6c16a410d60c946b22.jpg||128768|193152|369000.0|JEAN-HONORÉ FRAGONARD|Rococo
515|2D||Red Chalk|Paper|Unknown|14.375 x 22.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bb4f11a7eac676fbb778d054448d1577.jpg|A landscape with a cottage, a wheel barrel in the foreground|JEAN-HONORÉ FRAGONARD|Jun 22, 2011|images/jean-honoré_fragonard/bb4f11a7eac676fbb778d054448d1577.jpg||3000|4000|2125.0|JEAN-HONORÉ FRAGONARD|Rococo
516|2D||Oil|Canvas|Unknown|19.25 x 15.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ab5fb8d26fd0cc8ea2aa563a89799a67.jpg|Portrait of a young woman, presumably Marie-Thérèse Colombe|JEAN-HONORÉ FRAGONARD|Jun 8, 2011|images/jean-honoré_fragonard/ab5fb8d26fd0cc8ea2aa563a89799a67.jpg||200000|300000|626500.0|JEAN-HONORÉ FRAGONARD|Rococo
517|2D||Oil|Canvas|Unknown|21.25 x 26.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6b6d188466cdaab9117bec0044cf5d8e.jpg|Young Washerwomen|JEAN-HONORÉ FRAGONARD|Jun 8, 2011|images/jean-honoré_fragonard/6b6d188466cdaab9117bec0044cf5d8e.jpg||70000|100000|68500.0|JEAN-HONORÉ FRAGONARD|Rococo
518|2D||Black Chalk|Paper|Unknown|17.25 x 11.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3becd46789c418d92d8a1329fe963516.jpg|Chelinda, Mosco and Calamidor unite to slay Zerbino's steed|JEAN-HONORÉ FRAGONARD|Jan 26, 2011|images/jean-honoré_fragonard/3becd46789c418d92d8a1329fe963516.jpg||20000|30000|21250.0|JEAN-HONORÉ FRAGONARD|Rococo
519|2D||Oil|Canvas|Yes|16.375 x 13.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6f528351bf05a095d1321b0992c1b40e.jpg|Head of an old man|JEAN-HONORÉ FRAGONARD|Jan 26, 2011|images/jean-honoré_fragonard/6f528351bf05a095d1321b0992c1b40e.jpg||500000|700000|1370500.0|JEAN-HONORÉ FRAGONARD|Rococo
520|2D||Black Chalk, Wash|Paper|Unknown|15.375 x 10 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/950e7159daa17378823e94941748c409.jpg|Logistilla instructs Astolfo|JEAN-HONORÉ FRAGONARD|Jan 26, 2011|images/jean-honoré_fragonard/950e7159daa17378823e94941748c409.jpg||15000|20000|18750.0|JEAN-HONORÉ FRAGONARD|Rococo
521|2D||Oil|Canvas|Yes|12.875 x 9.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dc48754dd97808f49753acd9d4740186.jpg|A lady and her maid chastising a spaniel (Le Chien Epagneul, ou Les Exercise du Petit Chien)|JEAN-HONORÉ FRAGONARD|Jul 6, 2010|images/jean-honoré_fragonard/dc48754dd97808f49753acd9d4740186.jpg||181974|272962|347647.0|JEAN-HONORÉ FRAGONARD|Rococo
522|2D||Oil|Canvas|Unknown|20.438 x 17.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/751db0b33df2b4f18e9a9d273635787a.jpg|Le Maître du Monde|JEAN-HONORÉ FRAGONARD|Jan 27, 2010|images/jean-honoré_fragonard/751db0b33df2b4f18e9a9d273635787a.jpg||300000|500000|338500.0|JEAN-HONORÉ FRAGONARD|Rococo
523|2D||Oil|Canvas|Unknown|13.75 x 18.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Spring, or Deux Amours|JEAN-HONORÉ FRAGONARD|Dec 11, 2009|images/jean-honoré_fragonard/beac2092aad7c91227aeb0a9e23c1418.jpg||3260|4891|7132.0|JEAN-HONORÉ FRAGONARD|Rococo
524|2D||Oil|Canvas|Unknown|7.875 x 9.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Les débuts du modèle|JEAN-HONORÉ FRAGONARD|Jul 10, 2009|images/jean-honoré_fragonard/beac2092aad7c91227aeb0a9e23c1418.jpg||6480|9720|7088.0|JEAN-HONORÉ FRAGONARD|Rococo
525|2D||Oil|Canvas|Unknown|82.7 x 65.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a2b32dc0c8d0dcfe6bf3bf1d542045be.jpg|A YOUNG BLONDE WOMAN WITH A GARLAND OF ROSES AROUND HER NECK; A YOUNG WOMAN ADORNING HER POWDERED COIFFURE WITH A SPRAY OF ROSES|JEAN-HONORÉ FRAGONARD|Jul 8, 2009|images/jean-honoré_fragonard/a2b32dc0c8d0dcfe6bf3bf1d542045be.jpg||4017862|5625007||JEAN-HONORÉ FRAGONARD|Rococo
526|2D|1774.0|Pen, Brown ink, Wash|Light Brown Paper|Unknown|14.25 x 10.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2b618972d8325a403fab0c743bd06121.jpg|An elegant young lady seated wearing an elaborate hat|JEAN-HONORÉ FRAGONARD|Jan 29, 2009|images/jean-honoré_fragonard/2b618972d8325a403fab0c743bd06121.jpg||5000|7000|5000.0|JEAN-HONORÉ FRAGONARD|Rococo
527|2D||Oil|Canvas|Unknown|13.75 x 10.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ff7dc948bb038feab47f69d62488bb25.jpg|A mother with two children in an interior|JEAN-HONORÉ FRAGONARD|Oct 29, 2008|images/jean-honoré_fragonard/ff7dc948bb038feab47f69d62488bb25.jpg||2407|4011|3209.0|JEAN-HONORÉ FRAGONARD|Rococo
528|2D||Oil|Panel|Unknown|25.8 x 34.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7400ad971fd46f57a96cef67bafcbe29.jpg|A WOMAN WASHING CLOTHES IN A FOUNTAIN WITH A MAN LOOKING ON|JEAN-HONORÉ FRAGONARD|Feb 12, 2008|images/jean-honoré_fragonard/7400ad971fd46f57a96cef67bafcbe29.jpg||5853|9755||JEAN-HONORÉ FRAGONARD|Rococo
529|2D||Oil|Canvas|Unknown|9.625 x 12.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3a9324f8db607cb03dd111a9c8b32d71.jpg|THE VISITATION|JEAN-HONORÉ FRAGONARD|Jan 25, 2008|images/jean-honoré_fragonard/3a9324f8db607cb03dd111a9c8b32d71.jpg||80000|120000||JEAN-HONORÉ FRAGONARD|Rococo
530|2D||Oil|Canvas|Unknown|20.25 x 24.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f8481e6531eb3a73214cdbf050be6d1.jpg|THE WATERING PLACE|JEAN-HONORÉ FRAGONARD|Jan 25, 2008|images/jean-honoré_fragonard/8f8481e6531eb3a73214cdbf050be6d1.jpg||700000|900000||JEAN-HONORÉ FRAGONARD|Rococo
531|2D||Oil|Canvas|Unknown|14.75 x 17.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e9cee9da7a911f7cd3b48c0bf8a7d3e8.jpg|A landscape with a man being chased, a file of carts on a hill|JEAN-HONORÉ FRAGONARD|Dec 5, 2007|images/jean-honoré_fragonard/e9cee9da7a911f7cd3b48c0bf8a7d3e8.jpg||4075|6112|4584.0|JEAN-HONORÉ FRAGONARD|Rococo
